household_id,device_model,firmware_version,plan_type,region,num_nodes,connected_devices,tenure_days,signup_date,churned
HH-03687,eero 6+,6.2.0,eero Secure+,Northeast,2,19,823,2021-09-30,0
HH-03688,eero 6,6.3.0,Basic,Midwest,1,19,300,2023-03-07,0
HH-03689,eero 6,6.2.0,eero Plus,Southeast,3,23,591,2022-05-20,0
HH-03690,eero Pro 6E,6.4.0,eero Plus,Midwest,2,23,161,2023-07-24,0
HH-03691,eero 6+,6.4.2,Basic,Southwest,1,16,874,2021-08-10,0
HH-03692,eero Pro 6E,6.3.0,eero Plus,Southwest,2,14,294,2023-03-13,1
HH-03693,eero 6,6.1.0,Basic,Midwest,5,33,249,2023-04-27,1
HH-03694,eero 6+,6.4.0,eero Plus,Midwest,3,17,928,2021-06-17,1
HH-03695,eero 6,6.4.2,Basic,Southeast,2,13,966,2021-05-10,0
HH-03696,eero Max,6.5.0,eero Secure+,West,3,19,1018,2021-03-19,0
HH-03697,eero Pro 6E,6.4.0,Basic,Southeast,3,22,318,2023-02-17,0
HH-03698,eero Max,6.4.0,Basic,Southeast,4,26,780,2021-11-12,0
HH-03699,eero 6,6.4.0,Basic,Southwest,1,5,349,2023-01-17,1
HH-03700,eero Pro 6E,6.5.0,eero Secure+,Southeast,4,22,347,2023-01-19,0
HH-03701,eero Pro 6E,6.4.2,eero Plus,West,2,16,516,2022-08-03,0
HH-03702,eero 6+,6.3.0,eero Plus,Southeast,5,30,617,2022-04-24,0
HH-03703,eero Pro 6E,6.3.0,eero Plus,Southwest,2,18,68,2023-10-25,0
HH-03704,eero Max,6.3.0,eero Plus,Northeast,4,22,972,2021-05-04,0
HH-03705,eero Max,6.4.0,Basic,Southeast,5,35,134,2023-08-20,0
HH-03706,eero Pro 6E,6.4.2,eero Plus,Southeast,1,21,536,2022-07-14,0
HH-03707,eero 6,6.4.0,Basic,Southwest,5,28,599,2022-05-12,0
HH-03708,eero 6,6.1.0,eero Secure+,West,1,12,358,2023-01-08,0
HH-03709,eero Max,6.4.2,eero Plus,Midwest,1,20,1013,2021-03-24,0
HH-03710,eero 6,6.4.2,Basic,West,2,19,337,2023-01-29,0
HH-03711,eero Pro 6E,6.3.0,Basic,Southwest,5,22,251,2023-04-25,0
HH-03712,eero Pro 6E,6.4.2,eero Plus,West,2,16,685,2022-02-15,0
HH-03713,eero Pro 6E,6.4.0,Basic,Southwest,3,17,1080,2021-01-16,0
HH-03714,eero Max,6.5.0,Basic,Northeast,3,16,702,2022-01-29,0
HH-03715,eero 6+,6.4.2,Basic,Southwest,5,29,180,2023-07-05,0
HH-03716,eero 6+,6.4.0,eero Plus,Midwest,3,20,202,2023-06-13,0
HH-03717,eero 6,6.4.2,eero Plus,Northeast,1,18,752,2021-12-10,0
HH-03718,eero 6+,6.5.0,Basic,Southeast,2,13,1008,2021-03-29,0
HH-03719,eero 6,6.4.0,Basic,West,1,10,1075,2021-01-21,1
HH-03720,eero 6+,6.3.0,eero Plus,West,3,21,839,2021-09-14,0
HH-03721,eero Pro 6E,6.4.2,eero Plus,Southwest,1,21,906,2021-07-09,0
HH-03722,eero Max,6.3.0,Basic,West,2,20,650,2022-03-22,1
HH-03723,eero 6,6.4.0,Basic,Southwest,4,26,76,2023-10-17,0
HH-03724,eero 6+,6.5.0,eero Secure+,Northeast,2,22,919,2021-06-26,0
HH-03725,eero Max,6.4.2,eero Secure+,Southeast,3,21,869,2021-08-15,0
HH-03726,eero 6,6.4.0,eero Secure+,Northeast,2,16,599,2022-05-12,0
HH-03727,eero 6,6.3.0,eero Secure+,Northeast,1,15,567,2022-06-13,1
HH-03728,eero 6,6.3.0,Basic,Northeast,2,17,73,2023-10-20,0
HH-03729,eero 6+,6.3.0,Basic,Midwest,2,17,626,2022-04-15,0
HH-03730,eero 6,6.2.0,Basic,West,4,21,51,2023-11-11,0
HH-03731,eero Max,6.4.2,Basic,West,2,18,255,2023-04-21,0
HH-03732,eero 6+,6.3.0,eero Secure+,Midwest,2,25,578,2022-06-02,0
HH-03733,eero 6+,6.4.0,eero Plus,West,3,24,403,2022-11-24,0
HH-03734,eero 6,6.4.0,eero Plus,Midwest,3,26,642,2022-03-30,0
HH-03735,eero 6+,6.5.0,Basic,West,3,17,683,2022-02-17,0
HH-03736,eero Pro 6E,6.4.0,eero Secure+,Southeast,5,23,1057,2021-02-08,0
HH-03737,eero Pro 6E,6.1.0,eero Secure+,Southeast,3,22,53,2023-11-09,0
HH-03738,eero Pro 6E,6.2.0,Basic,West,2,21,862,2021-08-22,0
HH-03739,eero 6+,6.4.0,eero Secure+,Southeast,4,26,568,2022-06-12,0
HH-03740,eero Max,6.4.0,Basic,Midwest,2,17,401,2022-11-26,0
HH-03741,eero Pro 6E,6.4.0,Basic,Southeast,2,14,942,2021-06-03,0
HH-03742,eero Pro 6E,6.4.0,eero Plus,Southwest,2,16,787,2021-11-05,0
HH-03743,eero 6,6.1.0,eero Plus,West,1,11,815,2021-10-08,1
HH-03744,eero 6,6.4.0,Basic,Northeast,1,15,1043,2021-02-22,0
HH-03745,eero 6,6.4.0,Basic,West,1,18,69,2023-10-24,0
HH-03746,eero Pro 6E,6.2.0,eero Secure+,Northeast,1,15,1092,2021-01-04,1
HH-03747,eero 6+,6.2.0,eero Plus,Southeast,4,23,914,2021-07-01,0
HH-03748,eero 6+,6.2.0,eero Plus,Northeast,5,27,774,2021-11-18,0
HH-03749,eero Max,6.2.0,Basic,Southwest,3,24,595,2022-05-16,0
HH-03750,eero Max,6.4.2,Basic,Northeast,4,19,331,2023-02-04,0
HH-03751,eero Max,6.2.0,Basic,Midwest,1,13,991,2021-04-15,0
HH-03752,eero 6+,6.3.0,Basic,Southeast,4,20,963,2021-05-13,0
HH-03753,eero Pro 6E,6.2.0,Basic,Northeast,2,16,584,2022-05-27,0
HH-03754,eero 6,6.5.0,Basic,Southwest,1,19,33,2023-11-29,0
HH-03755,eero 6,6.5.0,eero Plus,Northeast,1,10,910,2021-07-05,1
HH-03756,eero 6,6.3.0,Basic,Southeast,2,16,439,2022-10-19,0
HH-03757,eero 6+,6.3.0,eero Secure+,Southeast,1,15,294,2023-03-13,0
HH-03758,eero 6+,6.3.0,Basic,Midwest,2,22,44,2023-11-18,0
HH-03759,eero Pro 6E,6.4.0,eero Plus,Midwest,1,15,117,2023-09-06,0
HH-03760,eero 6,6.1.0,Basic,Northeast,1,14,128,2023-08-26,0
HH-03761,eero Pro 6E,6.4.2,eero Plus,Southeast,2,18,1037,2021-02-28,0
HH-03762,eero 6+,6.4.0,Basic,Southeast,5,28,246,2023-04-30,0
HH-03763,eero 6,6.5.0,eero Secure+,Southeast,1,18,439,2022-10-19,0
HH-03764,eero 6+,6.2.0,eero Plus,West,1,10,220,2023-05-26,1
HH-03765,eero 6,6.4.2,eero Plus,Southwest,3,23,646,2022-03-26,0
HH-03766,eero 6+,6.4.2,Basic,Midwest,4,27,1080,2021-01-16,0
HH-03767,eero 6+,6.2.0,eero Plus,Southeast,2,19,624,2022-04-17,0
HH-03768,eero 6,6.4.0,eero Plus,Southwest,4,25,259,2023-04-17,0
HH-03769,eero 6,6.2.0,Basic,West,2,16,829,2021-09-24,0
HH-03770,eero 6+,6.3.0,eero Plus,Midwest,1,16,559,2022-06-21,0
HH-03771,eero Max,6.3.0,eero Secure+,Southwest,2,18,100,2023-09-23,0
HH-03772,eero 6+,6.4.0,eero Plus,Southwest,3,27,146,2023-08-08,1
HH-03773,eero Pro 6E,6.4.0,eero Secure+,Midwest,2,18,129,2023-08-25,0
HH-03774,eero Pro 6E,6.5.0,eero Secure+,Southeast,3,21,629,2022-04-12,0
HH-03775,eero Max,6.2.0,eero Secure+,Southwest,1,14,889,2021-07-26,0
HH-03776,eero Pro 6E,6.5.0,Basic,Northeast,3,18,324,2023-02-11,0
HH-03777,eero 6+,6.3.0,eero Plus,Southwest,2,13,1034,2021-03-03,0
HH-03778,eero Pro 6E,6.4.2,eero Plus,Southwest,2,12,663,2022-03-09,0
HH-03779,eero Max,6.3.0,eero Plus,West,3,19,86,2023-10-07,0
HH-03780,eero 6+,6.2.0,eero Secure+,Midwest,3,13,1066,2021-01-30,0
HH-03781,eero 6+,6.5.0,Basic,Northeast,1,14,222,2023-05-24,0
HH-03782,eero 6,6.3.0,Basic,Northeast,4,22,1023,2021-03-14,0
HH-03783,eero Pro 6E,6.4.2,Basic,Southwest,3,18,1076,2021-01-20,1
HH-03784,eero Pro 6E,6.4.0,Basic,West,1,14,59,2023-11-03,0
HH-03785,eero 6,6.4.0,Basic,Midwest,5,25,339,2023-01-27,0
HH-03786,eero 6+,6.4.0,eero Plus,Northeast,3,21,601,2022-05-10,0
HH-03787,eero 6+,6.4.2,Basic,West,2,13,95,2023-09-28,0
HH-03788,eero 6,6.2.0,eero Plus,West,1,18,195,2023-06-20,0
HH-03789,eero Max,6.4.2,eero Plus,Southeast,2,18,593,2022-05-18,0
HH-03790,eero 6,6.5.0,Basic,Midwest,1,17,209,2023-06-06,0
HH-03791,eero 6,6.1.0,Basic,Southwest,2,19,573,2022-06-07,0
HH-03792,eero 6+,6.2.0,eero Plus,Southwest,2,15,755,2021-12-07,0
HH-03793,eero Pro 6E,6.4.2,eero Plus,West,3,27,806,2021-10-17,0
HH-03794,eero 6,6.4.0,eero Secure+,Northeast,1,11,1070,2021-01-26,0
HH-03795,eero Pro 6E,6.4.0,eero Secure+,Midwest,4,23,155,2023-07-30,0
HH-03796,eero 6+,6.2.0,eero Secure+,Southwest,2,16,111,2023-09-12,0
HH-03797,eero 6,6.4.0,eero Plus,West,2,23,1093,2021-01-03,0
HH-03798,eero 6,6.2.0,eero Secure+,West,3,20,1000,2021-04-06,0
HH-03799,eero 6+,6.4.0,eero Secure+,West,3,24,467,2022-09-21,0
HH-03800,eero 6,6.4.2,eero Secure+,Midwest,2,22,997,2021-04-09,0
HH-03801,eero Max,6.3.0,Basic,West,2,23,559,2022-06-21,1
HH-03802,eero Pro 6E,6.4.0,eero Secure+,Southeast,2,15,963,2021-05-13,0
HH-03803,eero Max,6.5.0,eero Plus,Southeast,3,21,763,2021-11-29,1
HH-03804,eero 6,6.4.2,eero Plus,Southeast,2,23,586,2022-05-25,0
HH-03805,eero Max,6.4.2,Basic,Southwest,3,23,270,2023-04-06,0
HH-03806,eero 6+,6.4.0,Basic,West,3,26,363,2023-01-03,1
HH-03807,eero 6+,6.4.2,Basic,Southeast,1,10,77,2023-10-16,0
HH-03808,eero 6,6.1.0,Basic,Northeast,2,21,492,2022-08-27,0
HH-03809,eero 6,6.2.0,Basic,Southwest,1,17,346,2023-01-20,1
HH-03810,eero Pro 6E,6.3.0,eero Secure+,Midwest,2,17,31,2023-12-01,0
HH-03811,eero 6+,6.4.0,Basic,West,2,19,401,2022-11-26,0
HH-03812,eero 6,6.4.2,Basic,Southeast,2,15,1063,2021-02-02,0
HH-03813,eero Pro 6E,6.3.0,Basic,Northeast,3,18,617,2022-04-24,0
HH-03814,eero 6,6.4.2,eero Plus,Midwest,1,14,452,2022-10-06,0
HH-03815,eero 6+,6.4.2,Basic,Northeast,5,22,862,2021-08-22,1
HH-03816,eero 6+,6.4.0,Basic,Southeast,2,20,991,2021-04-15,0
HH-03817,eero Pro 6E,6.3.0,eero Plus,Northeast,2,18,756,2021-12-06,1
HH-03818,eero Pro 6E,6.4.0,eero Plus,Southeast,3,19,505,2022-08-14,1
HH-03819,eero 6+,6.3.0,Basic,Northeast,4,25,274,2023-04-02,0
HH-03820,eero 6+,6.2.0,Basic,West,2,16,721,2022-01-10,0
HH-03821,eero 6+,6.5.0,Basic,Southeast,3,18,517,2022-08-02,0
HH-03822,eero Pro 6E,6.2.0,eero Secure+,Southeast,4,23,882,2021-08-02,0
HH-03823,eero 6+,6.1.0,Basic,West,3,25,782,2021-11-10,0
HH-03824,eero 6,6.5.0,eero Plus,Southwest,1,8,957,2021-05-19,0
HH-03825,eero 6,6.3.0,Basic,Midwest,4,21,1058,2021-02-07,0
HH-03826,eero 6+,6.4.2,eero Plus,Southwest,3,22,246,2023-04-30,0
HH-03827,eero 6+,6.3.0,Basic,West,3,28,988,2021-04-18,0
HH-03828,eero Pro 6E,6.4.0,Basic,West,3,17,339,2023-01-27,0
HH-03829,eero 6,6.3.0,eero Plus,Midwest,5,28,67,2023-10-26,0
HH-03830,eero 6+,6.3.0,Basic,West,2,24,934,2021-06-11,0
HH-03831,eero Pro 6E,6.4.0,Basic,Midwest,1,17,262,2023-04-14,0
HH-03832,eero Pro 6E,6.4.2,eero Plus,Southeast,2,18,542,2022-07-08,0
HH-03833,eero 6+,6.4.0,eero Secure+,West,1,17,179,2023-07-06,0
HH-03834,eero 6+,6.5.0,Basic,Midwest,2,22,244,2023-05-02,0
HH-03835,eero 6+,6.1.0,eero Plus,West,3,20,428,2022-10-30,0
HH-03836,eero Max,6.4.0,eero Secure+,Northeast,2,19,1059,2021-02-06,0
HH-03837,eero 6,6.4.0,eero Secure+,Southeast,3,22,218,2023-05-28,0
HH-03838,eero Max,6.5.0,eero Plus,West,4,25,689,2022-02-11,0
HH-03839,eero Pro 6E,6.1.0,eero Plus,Southeast,2,22,57,2023-11-05,0
HH-03840,eero 6+,6.4.0,Basic,West,4,22,706,2022-01-25,0
HH-03841,eero 6,6.5.0,eero Plus,West,1,17,164,2023-07-21,0
HH-03842,eero 6+,6.3.0,Basic,West,4,22,334,2023-02-01,1
HH-03843,eero 6+,6.5.0,Basic,Midwest,4,21,524,2022-07-26,0
HH-03844,eero 6,6.1.0,Basic,Midwest,2,19,753,2021-12-09,1
HH-03845,eero Pro 6E,6.4.2,Basic,West,2,17,889,2021-07-26,0
HH-03846,eero Max,6.5.0,eero Plus,Southwest,2,20,420,2022-11-07,0
HH-03847,eero 6+,6.4.2,eero Plus,Midwest,4,22,1068,2021-01-28,0
HH-03848,eero Pro 6E,6.4.0,eero Plus,West,4,26,628,2022-04-13,0
HH-03849,eero 6,6.1.0,Basic,Southwest,2,22,948,2021-05-28,0
HH-03850,eero 6+,6.5.0,Basic,West,3,23,921,2021-06-24,0
HH-03851,eero 6,6.4.0,eero Plus,Northeast,1,14,252,2023-04-24,0
HH-03852,eero Pro 6E,6.1.0,eero Secure+,Northeast,2,21,857,2021-08-27,0
HH-03853,eero Max,6.4.2,Basic,Southeast,5,21,295,2023-03-12,0
HH-03854,eero Pro 6E,6.4.0,Basic,Southeast,1,15,282,2023-03-25,0
HH-03855,eero 6,6.2.0,eero Secure+,Southwest,5,30,228,2023-05-18,0
HH-03856,eero 6+,6.3.0,Basic,Northeast,4,19,957,2021-05-19,0
HH-03857,eero 6+,6.1.0,eero Secure+,West,5,24,436,2022-10-22,0
HH-03858,eero 6+,6.4.0,eero Plus,Southeast,1,11,515,2022-08-04,1
HH-03859,eero Pro 6E,6.4.2,Basic,Southeast,1,17,882,2021-08-02,0
HH-03860,eero Pro 6E,6.4.0,Basic,Southeast,1,23,392,2022-12-05,0
HH-03861,eero Pro 6E,6.4.2,Basic,Midwest,3,20,241,2023-05-05,0
HH-03862,eero 6+,6.5.0,Basic,Northeast,3,23,730,2022-01-01,0
HH-03863,eero 6,6.4.2,eero Secure+,Northeast,1,20,906,2021-07-09,1
HH-03864,eero 6,6.1.0,eero Plus,Southwest,3,18,643,2022-03-29,0
HH-03865,eero 6+,6.4.2,eero Plus,Northeast,2,20,945,2021-05-31,0
HH-03866,eero 6+,6.4.0,eero Plus,Southeast,1,14,172,2023-07-13,0
HH-03867,eero Pro 6E,6.4.0,Basic,Southwest,2,14,987,2021-04-19,0
HH-03868,eero Pro 6E,6.4.2,eero Plus,Northeast,1,14,894,2021-07-21,0
HH-03869,eero 6,6.3.0,eero Plus,Southeast,2,16,89,2023-10-04,0
HH-03870,eero 6+,6.5.0,eero Plus,Northeast,2,15,551,2022-06-29,0
HH-03871,eero 6,6.2.0,Basic,Southeast,4,24,338,2023-01-28,1
HH-03872,eero 6,6.4.2,eero Plus,Southwest,3,22,370,2022-12-27,0
HH-03873,eero Pro 6E,6.1.0,eero Secure+,Northeast,2,19,929,2021-06-16,0
HH-03874,eero 6,6.5.0,Basic,West,3,23,791,2021-11-01,0
HH-03875,eero 6+,6.2.0,Basic,West,3,20,269,2023-04-07,0
HH-03876,eero 6,6.2.0,eero Plus,Northeast,2,19,254,2023-04-22,0
HH-03877,eero Max,6.3.0,Basic,West,3,27,308,2023-02-27,0
HH-03878,eero 6+,6.3.0,eero Plus,Southeast,3,17,458,2022-09-30,0
HH-03879,eero 6,6.3.0,eero Secure+,Northeast,3,18,431,2022-10-27,0
HH-03880,eero 6+,6.4.0,eero Plus,Northeast,3,22,75,2023-10-18,0
HH-03881,eero Pro 6E,6.4.0,eero Plus,Southeast,3,22,543,2022-07-07,0
HH-03882,eero Max,6.1.0,eero Plus,Midwest,2,13,1053,2021-02-12,0
HH-03883,eero 6,6.3.0,Basic,Southeast,4,16,333,2023-02-02,1
HH-03884,eero Max,6.4.2,Basic,West,1,19,181,2023-07-04,0
HH-03885,eero Max,6.4.2,eero Secure+,Southwest,4,25,380,2022-12-17,0
HH-03886,eero Max,6.4.2,eero Plus,Southeast,2,21,734,2021-12-28,0
HH-03887,eero Pro 6E,6.4.2,Basic,Southwest,1,11,121,2023-09-02,0
HH-03888,eero Pro 6E,6.3.0,Basic,West,3,17,135,2023-08-19,0
HH-03889,eero 6+,6.2.0,eero Plus,Northeast,2,17,770,2021-11-22,1
HH-03890,eero Pro 6E,6.3.0,eero Plus,Southeast,4,19,161,2023-07-24,0
HH-03891,eero 6+,6.4.2,eero Secure+,Midwest,2,18,798,2021-10-25,0
HH-03892,eero Pro 6E,6.5.0,Basic,Midwest,3,15,487,2022-09-01,0
HH-03893,eero 6+,6.4.0,eero Secure+,Midwest,2,18,928,2021-06-17,0
HH-03894,eero Pro 6E,6.1.0,eero Plus,Southeast,1,11,1074,2021-01-22,0
HH-03895,eero Pro 6E,6.2.0,eero Plus,Southwest,2,15,278,2023-03-29,1
HH-03896,eero 6,6.3.0,eero Plus,Midwest,3,23,221,2023-05-25,0
HH-03897,eero Pro 6E,6.4.0,Basic,Midwest,3,19,614,2022-04-27,0
HH-03898,eero 6+,6.1.0,eero Secure+,Northeast,3,24,197,2023-06-18,0
HH-03899,eero Pro 6E,6.5.0,Basic,Midwest,5,29,200,2023-06-15,0
HH-03900,eero 6+,6.3.0,Basic,Southeast,3,22,565,2022-06-15,0
HH-03901,eero 6+,6.5.0,eero Secure+,Midwest,5,28,437,2022-10-21,0
HH-03902,eero Max,6.4.2,eero Plus,West,1,15,530,2022-07-20,0
HH-03903,eero 6,6.4.2,eero Secure+,Midwest,1,16,128,2023-08-26,0
HH-03904,eero Pro 6E,6.4.2,eero Plus,Northeast,2,11,865,2021-08-19,0
HH-03905,eero 6+,6.4.2,Basic,Southeast,1,14,276,2023-03-31,0
HH-03906,eero 6+,6.4.2,eero Secure+,West,2,20,713,2022-01-18,0
HH-03907,eero 6+,6.4.2,Basic,Southwest,2,20,742,2021-12-20,0
HH-03908,eero 6+,6.4.0,eero Secure+,Midwest,3,16,136,2023-08-18,0
HH-03909,eero 6+,6.5.0,Basic,Southeast,3,30,874,2021-08-10,1
HH-03910,eero 6,6.4.2,eero Secure+,Midwest,5,33,75,2023-10-18,0
HH-03911,eero 6,6.4.2,Basic,Midwest,4,25,425,2022-11-02,0
HH-03912,eero 6,6.5.0,eero Plus,West,1,18,645,2022-03-27,0
HH-03913,eero Max,6.3.0,eero Secure+,Midwest,2,20,979,2021-04-27,0
HH-03914,eero Max,6.2.0,eero Plus,Southwest,2,18,703,2022-01-28,0
HH-03915,eero 6+,6.4.0,eero Plus,Midwest,1,11,266,2023-04-10,0
HH-03916,eero Pro 6E,6.4.0,eero Secure+,Southeast,2,22,658,2022-03-14,0
HH-03917,eero 6+,6.4.2,eero Plus,Southwest,3,20,199,2023-06-16,0
HH-03918,eero Pro 6E,6.4.0,eero Secure+,Midwest,1,19,850,2021-09-03,0
HH-03919,eero Pro 6E,6.4.0,Basic,West,3,25,421,2022-11-06,0
HH-03920,eero Max,6.4.0,Basic,Southeast,3,18,530,2022-07-20,0
HH-03921,eero 6+,6.1.0,Basic,Northeast,1,15,203,2023-06-12,0
HH-03922,eero Pro 6E,6.4.2,Basic,Southwest,2,14,622,2022-04-19,0
HH-03923,eero 6,6.4.2,Basic,Northeast,4,25,201,2023-06-14,0
HH-03924,eero Max,6.2.0,eero Plus,Southeast,2,18,987,2021-04-19,0
HH-03925,eero 6,6.4.0,Basic,Southeast,2,20,705,2022-01-26,0
HH-03926,eero Pro 6E,6.4.0,Basic,Southwest,2,20,838,2021-09-15,0
HH-03927,eero Pro 6E,6.2.0,Basic,Midwest,1,12,652,2022-03-20,0
HH-03928,eero Pro 6E,6.2.0,eero Secure+,Northeast,1,17,748,2021-12-14,1
HH-03929,eero 6,6.5.0,eero Plus,Midwest,4,25,367,2022-12-30,0
HH-03930,eero Max,6.4.0,Basic,Southeast,1,11,966,2021-05-10,1
HH-03931,eero 6,6.3.0,eero Secure+,West,2,27,407,2022-11-20,0
HH-03932,eero Pro 6E,6.2.0,Basic,Midwest,1,8,1065,2021-01-31,0
HH-03933,eero 6,6.4.2,eero Secure+,Southwest,3,20,447,2022-10-11,0
HH-03934,eero 6+,6.4.2,eero Plus,Northeast,1,20,360,2023-01-06,1
HH-03935,eero 6+,6.4.2,Basic,Southwest,2,16,1012,2021-03-25,0
HH-03936,eero 6+,6.2.0,eero Plus,Southwest,3,23,309,2023-02-26,0
HH-03937,eero 6,6.5.0,eero Plus,West,2,15,910,2021-07-05,0
HH-03938,eero 6,6.4.0,Basic,Northeast,2,21,476,2022-09-12,0
HH-03939,eero 6+,6.3.0,eero Secure+,Southeast,2,18,860,2021-08-24,0
HH-03940,eero Pro 6E,6.4.0,Basic,Southwest,3,25,764,2021-11-28,0
HH-03941,eero Max,6.4.0,Basic,Northeast,5,28,1081,2021-01-15,0
HH-03942,eero 6,6.5.0,Basic,Southeast,2,15,222,2023-05-24,0
HH-03943,eero 6+,6.5.0,Basic,West,1,12,842,2021-09-11,0
HH-03944,eero 6,6.3.0,Basic,Southeast,1,13,991,2021-04-15,0
HH-03945,eero 6,6.5.0,eero Secure+,West,3,26,453,2022-10-05,0
HH-03946,eero Pro 6E,6.4.2,Basic,Northeast,3,22,735,2021-12-27,0
HH-03947,eero Pro 6E,6.5.0,Basic,Southwest,3,19,120,2023-09-03,0
HH-03948,eero 6,6.3.0,eero Plus,Midwest,3,24,677,2022-02-23,0
HH-03949,eero 6,6.4.0,eero Secure+,Midwest,4,20,824,2021-09-29,0
HH-03950,eero 6,6.3.0,eero Secure+,West,4,22,770,2021-11-22,0
HH-03951,eero Pro 6E,6.4.2,eero Plus,Northeast,3,23,174,2023-07-11,1
HH-03952,eero Max,6.1.0,eero Secure+,West,2,15,481,2022-09-07,0
HH-03953,eero 6,6.4.0,eero Plus,Southwest,2,15,271,2023-04-05,0
HH-03954,eero 6,6.3.0,eero Secure+,Southeast,2,19,1084,2021-01-12,0
HH-03955,eero Max,6.3.0,eero Plus,West,2,19,802,2021-10-21,0
HH-03956,eero Max,6.4.2,Basic,Southeast,3,18,505,2022-08-14,0
HH-03957,eero 6+,6.5.0,Basic,Southwest,1,9,130,2023-08-24,0
HH-03958,eero 6,6.4.2,eero Plus,Southeast,3,23,839,2021-09-14,1
HH-03959,eero 6,6.5.0,Basic,West,2,21,820,2021-10-03,0
HH-03960,eero 6+,6.3.0,Basic,Midwest,3,15,662,2022-03-10,0
HH-03961,eero 6+,6.4.0,eero Plus,Northeast,1,14,906,2021-07-09,0
HH-03962,eero 6,6.4.0,eero Secure+,Midwest,2,21,618,2022-04-23,0
HH-03963,eero 6+,6.1.0,Basic,Northeast,1,19,302,2023-03-05,0
HH-03964,eero 6,6.4.0,eero Plus,Southeast,4,23,911,2021-07-04,0
HH-03965,eero Pro 6E,6.4.2,eero Plus,Northeast,2,24,87,2023-10-06,0
HH-03966,eero 6+,6.4.0,eero Secure+,Northeast,1,16,788,2021-11-04,0
HH-03967,eero 6,6.4.2,eero Secure+,Northeast,1,16,1012,2021-03-25,0
HH-03968,eero 6+,6.4.0,eero Plus,Midwest,3,19,974,2021-05-02,0
HH-03969,eero 6+,6.1.0,eero Plus,Midwest,1,18,416,2022-11-11,0
HH-03970,eero Max,6.2.0,Basic,Midwest,5,28,74,2023-10-19,1
HH-03971,eero 6+,6.4.0,eero Plus,Southeast,2,21,320,2023-02-15,0
HH-03972,eero 6,6.3.0,eero Plus,Southwest,2,16,844,2021-09-09,0
HH-03973,eero Pro 6E,6.1.0,eero Secure+,Southwest,3,17,269,2023-04-07,0
HH-03974,eero 6,6.4.0,eero Plus,Southeast,2,18,305,2023-03-02,0
HH-03975,eero Max,6.4.0,Basic,West,4,29,447,2022-10-11,1
HH-03976,eero 6+,6.3.0,eero Plus,Midwest,2,11,236,2023-05-10,0
HH-03977,eero 6+,6.4.2,Basic,Southwest,5,28,394,2022-12-03,1
HH-03978,eero 6,6.4.2,Basic,Southeast,3,17,862,2021-08-22,0
HH-03979,eero 6+,6.3.0,Basic,Northeast,4,25,597,2022-05-14,0
HH-03980,eero Pro 6E,6.4.2,Basic,West,1,14,189,2023-06-26,0
HH-03981,eero Pro 6E,6.4.2,eero Secure+,West,2,19,125,2023-08-29,1
HH-03982,eero 6,6.4.2,Basic,Northeast,3,21,454,2022-10-04,0
HH-03983,eero 6,6.4.0,Basic,Southeast,3,18,628,2022-04-13,0
HH-03984,eero Pro 6E,6.1.0,eero Secure+,Southwest,1,9,297,2023-03-10,0
HH-03985,eero Max,6.4.2,Basic,Midwest,2,24,73,2023-10-20,0
HH-03986,eero 6,6.3.0,Basic,West,2,13,624,2022-04-17,1
HH-03987,eero 6+,6.5.0,Basic,Northeast,3,25,1041,2021-02-24,0
HH-03988,eero 6+,6.4.2,Basic,Southeast,2,14,38,2023-11-24,0
HH-03989,eero Max,6.4.0,Basic,Northeast,2,20,698,2022-02-02,0
HH-03990,eero 6,6.3.0,Basic,Southeast,1,20,410,2022-11-17,0
HH-03991,eero 6,6.3.0,eero Plus,Northeast,2,14,756,2021-12-06,0
HH-03992,eero Pro 6E,6.3.0,Basic,West,1,12,144,2023-08-10,0
HH-03993,eero 6,6.4.0,Basic,Midwest,5,23,417,2022-11-10,0
HH-03994,eero 6+,6.3.0,eero Secure+,West,1,13,468,2022-09-20,1
HH-03995,eero 6+,6.4.0,Basic,Northeast,4,27,939,2021-06-06,0
HH-03996,eero 6+,6.2.0,eero Secure+,Southeast,2,21,874,2021-08-10,1
HH-03997,eero 6+,6.5.0,eero Plus,Southeast,2,15,964,2021-05-12,0
HH-03998,eero 6+,6.2.0,Basic,Southeast,1,13,905,2021-07-10,0
HH-03999,eero 6,6.5.0,eero Plus,Southwest,3,23,57,2023-11-05,1
HH-04000,eero 6+,6.5.0,Basic,Southeast,3,16,665,2022-03-07,0
HH-04001,eero Pro 6E,6.4.0,Basic,Northeast,2,15,106,2023-09-17,0
HH-04002,eero Pro 6E,6.4.2,eero Plus,Northeast,1,15,616,2022-04-25,0
HH-04003,eero 6,6.4.0,eero Plus,Northeast,4,20,263,2023-04-13,0
HH-04004,eero 6,6.4.2,eero Plus,Southwest,5,25,358,2023-01-08,0
HH-04005,eero 6,6.3.0,eero Secure+,Southeast,2,15,1058,2021-02-07,0
HH-04006,eero 6+,6.3.0,Basic,Southwest,3,22,377,2022-12-20,0
HH-04007,eero 6+,6.4.0,eero Plus,Southwest,2,20,786,2021-11-06,0
HH-04008,eero Pro 6E,6.4.0,eero Plus,Northeast,2,22,448,2022-10-10,0
HH-04009,eero 6,6.4.0,eero Secure+,Northeast,1,18,420,2022-11-07,0
